SCC,Short_Desc,SCC1,SCC2,SCC3,SCC4,Sector,Description
30302351,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,"Induration: Grate/Kiln, Gas-fired, Acid Pellets",Point Industrial,"Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Induration: Grate/Kiln, Gas-fired, Acid Pellets"
30302352,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,"Induration: Grate/Kiln, Gas-fired, Flux Pellets",Point Industrial,"Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Induration: Grate/Kiln, Gas-fired, Flux Pellets"
30302357,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,"Induration: Grate/Kiln, Coke & Coal-fired, Acid Pellets",Point Industrial,"Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Induration: Grate/Kiln, Coke & Coal-fired, Acid Pellets"
30302360,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,"Induration: Grate/Kiln, Coal-fired, Flux Pellets",Point Industrial,"Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Induration: Grate/Kiln, Coal-fired, Flux Pellets"
30302379,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,Straight Grate Furnace Feed,Point Industrial,Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Straight Grate Furnace Feed
30302380,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,Straight Grate Furnace Discharge,Point Industrial,Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Straight Grate Furnace Discharge
30302381,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,"Induration: Straight Grate, Gas-fired, Acid Pellets",Point Industrial,"Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Induration: Straight Grate, Gas-fired, Acid Pellets"
30302382,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,"Induration: Straight Grate, Gas-fired, Flux Pellets",Point Industrial,"Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Induration: Straight Grate, Gas-fired, Flux Pellets"
30302395,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,Pellet Screen,Point Industrial,Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Pellet Screen
30302399,Industrial Processes - Storage and Transfer,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,Other Not Classified,Point Industrial,Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Other Not Classified
30302401,Industrial Processes - Mining,Industrial Processes,Primary Metal Production,Metal Mining (General Processes),Primary Crushing: Low Moisture Ore,Point Industrial,Industrial Processes;Primary Metal Production;Metal Mining (General Processes);Primary Crushing: Low Moisture Ore
30302402,Industrial Processes - Mining,Industrial Processes,Primary Metal Production,Metal Mining (General Processes),Secondary Crushing: Low Moisture Ore,Point Industrial,Industrial Processes;Primary Metal Production;Metal Mining (General Processes);Secondary Crushing: Low Moisture Ore
30302403,Industrial Processes - Mining,Industrial Processes,Primary Metal Production,Metal Mining (General Processes),Tertiary Crushing: Low Moisture Ore,Point Industrial,Industrial Processes;Primary Metal Production;Metal Mining (General Processes);Tertiary Crushing: Low Moisture Ore
30302404,Industrial Processes - Mining,Industrial Processes,Primary Metal Production,Metal Mining (General Processes),Material Handling: Low Moisture Ore,Point Industrial,Industrial Processes;Primary Metal Production;Metal Mining (General Processes);Material Handling: Low Moisture Ore
30302405,Industrial Processes - Mining,Industrial Processes,Primary Metal Production,Metal Mining (General Processes),Primary Crushing: High Moisture Ore,Point Industrial,Industrial Processes;Primary Metal Production;Metal Mining (General Processes);Primary Crushing: High Moisture Ore
30302406,Industrial Processes - Mining,Industrial Processes,Primary Metal Production,Metal Mining (General Processes),Secondary Crushing: High Moisture Ore,Point Industrial,Industrial Processes;Primary Metal Production;Metal Mining (General Processes);Secondary Crushing: High Moisture Ore
30302407,Industrial Processes - Mining,Industrial Processes,Primary Metal Production,Metal Mining (General Processes),Tertiary Crushing: High Moisture Ore,Point Industrial,Industrial Processes;Primary Metal Production;Metal Mining (General Processes);Tertiary Crushing: High Moisture Ore
30302408,Industrial Processes - Mining,Industrial Processes,Primary Metal Production,Metal Mining (General Processes),Material Handling: High Moisture Ore,Point Industrial,Industrial Processes;Primary Metal Production;Metal Mining (General Processes);Material Handling: High Moisture Ore
30302409,Industrial Processes - Mining,Industrial Processes,Primary Metal Production,Metal Mining (General Processes),Dry Grinding with Air Conveying,Point Industrial,Industrial Processes;Primary Metal Production;Metal Mining (General Processes);Dry Grinding with Air Conveying
30302410,Industrial Processes - Mining,Industrial Processes,Primary Metal Production,Metal Mining (General Processes),Dry Grinding without Air Conveying,Point Industrial,Industrial Processes;Primary Metal Production;Metal Mining (General Processes);Dry Grinding without Air Conveying
30302411,Industrial Processes - Mining,Industrial Processes,Primary Metal Production,Metal Mining (General Processes),Ore Drying,Point Industrial,Industrial Processes;Primary Metal Production;Metal Mining (General Processes);Ore Drying
30303011,Industrial Processes - Non-ferrous Metals,Industrial Processes,Primary Metal Production,Zinc Production,Zinc Casting,Point Industrial,Industrial Processes;Primary Metal Production;Zinc Production;Zinc Casting
30303107,Industrial Processes - Mining,Industrial Processes,Primary Metal Production,Leadbearing Ore Crushing and Grinding,Copper-Lead-Zinc w/ 2% Lead Content,Point Industrial,Industrial Processes;Primary Metal Production;Leadbearing Ore Crushing and Grinding;Copper-Lead-Zinc w/ 2% Lead Content
30304017,Industrial Processes - Non-ferrous Metals,Industrial Processes,Primary Metal Production,Alumina Processing - Bayer Process,Cooling of Alumina,Point Industrial,Industrial Processes;Primary Metal Production;Alumina Processing - Bayer Process;Cooling of Alumina
30388801,Industrial Processes - Non-ferrous Metals,Industrial Processes,Primary Metal Production,Fugitive Emissions,Specify in Comments Field,Point Industrial,Industrial Processes;Primary Metal Production;Fugitive Emissions;Specify in Comments Field
30390003,Industrial Processes - Non-ferrous Metals,Industrial Processes,Primary Metal Production,Fuel Fired Equipment,Natural Gas: Process Heaters,Point Industrial,Industrial Processes;Primary Metal Production;Fuel Fired Equipment;Natural Gas: Process Heaters
30390004,Industrial Processes - Non-ferrous Metals,Industrial Processes,Primary Metal Production,Fuel Fired Equipment,Process Gas: Process Heaters,Point Industrial,Industrial Processes;Primary Metal Production;Fuel Fired Equipment;Process Gas: Process Heaters
30390013,Industrial Processes - Non-ferrous Metals,Industrial Processes,Primary Metal Production,Fuel Fired Equipment,Natural Gas: Incinerators,Point Industrial,Industrial Processes;Primary Metal Production;Fuel Fired Equipment;Natural Gas: Incinerators
30390024,Industrial Processes - Non-ferrous Metals,Industrial Processes,Primary Metal Production,Fuel Fired Equipment,Process Gas: Flares,Point Industrial,Industrial Processes;Primary Metal Production;Fuel Fired Equipment;Process Gas: Flares
30399999,Industrial Processes - Non-ferrous Metals,Industrial Processes,Primary Metal Production,Other Not Classified,Other Not Classified,Point Industrial,Industrial Processes;Primary Metal Production;Other Not Classified;Other Not Classified
30400101,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Aluminum,Sweat Furnace,Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Sweat Furnace
30400104,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Aluminum,Fluxing: Chlorination (Chlorine Demagging),Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Fluxing: Chlorination (Chlorine Demagging)
30400106,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Aluminum,Fluxing: Degassing,Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Fluxing: Degassing
30400107,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Aluminum,Dross Furnace,Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Dross Furnace
30400108,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Aluminum,Preprocessing: Scrap Shredding/Crushing/Screening,Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Preprocessing: Scrap Shredding/Crushing/Screening
30400109,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Aluminum,Burning/Drying,Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Burning/Drying
30400111,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Aluminum,Foil Converting,Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Foil Converting
30400112,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Aluminum,Annealing Furnace,Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Annealing Furnace
30400113,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Aluminum,Slab Furnace,Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Slab Furnace
30400114,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Aluminum,Pouring/Casting,Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Pouring/Casting
30400120,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Aluminum,Can Manufacture,Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Can Manufacture
30400131,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Aluminum,Furnace Charging,Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Furnace Charging
30400132,Industrial Processes - Storage and Transfer,Industrial Processes,Secondary Metal Production,Aluminum,Raw Material Storage,Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Raw Material Storage
30400133,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Aluminum,Furnace Tapping,Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Furnace Tapping
30400134,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Aluminum,Preprocessing: Thermal Chip Dryer,Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Preprocessing: Thermal Chip Dryer
30400137,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Aluminum,Group 1 Furnace: Clean Charge Only,Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Group 1 Furnace: Clean Charge Only
30400138,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Aluminum,Group 1 Furnace: Other than Clean Charge,Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Group 1 Furnace: Other than Clean Charge
30400150,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Aluminum,Rolling/Drawing/Extruding,Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Rolling/Drawing/Extruding
30400160,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Aluminum,Material Handling,Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Material Handling
30400199,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Aluminum,Other Not Classified,Point Industrial,Industrial Processes;Secondary Metal Production;Aluminum;Other Not Classified
30400207,Industrial Processes - Non-ferrous Metals,Industrial Processes,Secondary Metal Production,Copper,Scrap Dryer (Rotary),Point Industrial,Industrial Processes;Secondary Metal Production;Copper;Scrap Dryer (Rotary)
